Date,year,max_customer,daily_ci,daily_ci_3day_avg,customer_minutes,total_min,total_max,rolling_max_customer,rolling_daily_ci,rolling_daily_ci_3_day_avg,rolling_customer_minutes,saifi_max_method_min,saifi_max_method_max,saifi_sum_method_min,saifi_sum_method_max,saifi_moving_avg_min,saifi_moving_avg_max,saidi_max,saidi_min,caidi_max_method,caidi_sum_method,caidi_moving_avg_method
2018-07-02,2018,619225,797460,883449,120351195,118629192,136888947,173661046,221650427,221639109,48951885870,1.46389807662181,1.26862723255516,1.86843072318995,1.61919886051867,1.86833531665629,1.61911618035896,412.646204907136,357.602910554933,281.88178637367,220.851755318297,220.863033112085
2018-07-03,2018,691865,942451,834307,124107840,118629192,136888947,173848958,221761836,221613533.666667,49017890535,1.46548210494429,1.26999996573865,1.86936985965478,1.62001272462122,1.86811972610137,1.61892934764606,413.202599702441,358.08508728612,281.956769249086,221.038441145482,221.186358630646
2018-07-04,2018,602635,763010,832740.666666667,112914135,118629192,136888947,173661720,221428338,221343998.333333,48987694635,1.46390375819132,1.26863215625437,1.86655859545937,1.61757645779831,1.86584764341422,1.61696034036505,412.948059487752,357.864500447943,282.086890737924,221.234983189008,221.31928131716
2018-07-05,2018,612561,792761,870462.666666667,119928420,118629192,136888947,173409231,220841821,220840246,48929493285,1.4617753697589,1.26678767570621,1.86161447512852,1.61329183867562,1.86160119846386,1.61328033299869,412.457443737794,357.439328428759,282.161987587616,221.559001204758,221.560581330814
2018-07-06,2018,694608,1055617,810845.000000001,127708935,118629192,136888947,173207475,220250579,220444362.666667,48862491975,1.46007464166156,1.26531380944876,1.85663052480371,1.60897270252214,1.85826404909397,1.61038832935625,411.892647595543,356.949871014787,282.103829381498,221.849550620251,221.654531710048
2018-07-07,2018,427045,584157,701796.333333333,105301260,118629192,136888947,173177970,220240688,220429007,48867298125,1.45982592547709,1.26509826976754,1.8565471473497,1.608900446871,1.85813460653091,1.61027615326751,411.933161653836,356.984980861895,282.179645165029,221.881336136218,221.691776368616
2018-07-08,2018,335769,465615,543464.333333333,67159920,118629192,136888947,173506448,220795754,220628064,48941689950,1.46259487293819,1.2674978645281,1.86122614743932,1.61295531040939,1.85981258306134,1.61173030281254,412.560257090852,357.528427404734,282.074185219906,221.660467030539,221.828941716136
2018-07-09,2018,427044,580621,935745.666666667,67063500,118629192,136888947,173537486,220847750,220846069.666667,48957161370,1.46285651174291,1.26772460306821,1.861664454395,1.61333515115724,1.8616502898095,1.61332287600011,412.690675411495,357.641449093768,282.11288810534,221.678334372888,221.680021038606
2018-07-10,2018,1610360,1761001,991978.666666667,85974810,118629192,136888947,173622522,220894705,220896120.333333,48962423325,1.46357333361927,1.26834580734995,1.86206026759417,1.6136781664337,1.86207219832816,1.61368850571503,412.735031736539,357.679888683781,282.005023086809,221.655033899522,221.653613703652
2018-07-11,2018,403526,634314,1020520.66666667,56675145,118629192,136888947,173664194,220945906,220898171.666667,48977877630,1.46392461309186,1.26865022929864,1.86249187299531,1.61405219955414,1.86208949030578,1.61370349109827,412.865305784094,357.792785344459,282.026343496,221.673614672,221.721516572383
2018-07-12,2018,463919,666247,632694,69471630,118629192,136888947,173657510,220853904,220806392.333333,48977322285,1.46386826945597,1.26860140139729,1.86171633032787,1.61338010730698,1.86131582463559,1.61303302547381,412.860624432138,357.788728442772,282.034000631473,221.763443606593,221.811161205256
2018-07-13,2018,438994,597521,603488,61567170,118629192,136888947,173492923,220619367,220512100,48957534090,1.46248086221476,1.2673990618103,1.85973927058358,1.61166676956029,1.85883504963938,1.61088316356177,412.693817302574,357.64417188482,282.187499313733,221.909503031073,222.017449790737
2018-07-14,2018,437620,546696,588416.000000001,80910615,118629192,136888947,173132083,220063029,220323994,48951952935,1.45943911512101,1.26476305643581,1.8550495480067,1.60760261381805,1.85724938596901,1.60950901317109,412.646770240161,357.603400477615,282.743395024018,222.445147453642,222.181670031817
2018-07-15,2018,490209,621031,649332.000000001,80238840,118629192,136888947,173338532,220289586,220248952.666667,49169898450,1.4611794034642,1.26627120595792,1.85695933931675,1.60925765613494,1.85661681541814,1.60896082184537,414.483969932122,359.195534245727,283.663983320223,223.205732703134,223.246911527501
2018-07-16,2018,594566,780269,749231,103902735,118629192,136888947,173498803,220394243,220381964.666667,49292293440,1.46253042842945,1.26744201633752,1.85784155893096,1.61002219558311,1.8577380571442,1.6099325000043,415.515714209703,360.089653111292,284.107397789943,223.655086308221,223.667546999846
2018-07-17,2018,646949,846393,724946.666666666,101043225,118629192,136888947,173565118,220462065,220504559,49325520225,1.46308943923347,1.26792646012537,1.8584132731849,1.61051764829486,1.858771481812,1.61082807511113,415.795803658513,360.332381145426,284.190284277052,223.736996317258,223.693879385959
2018-07-18,2018,398994,548178,668756.666666667,55342410,118629192,136888947,173639746,220657369,220455783.333333,49344740445,1.46371852553796,1.26847163197186,1.86005961332013,1.61194438145543,1.85836032106948,1.61047175951564,415.957822969914,360.47278853712,284.178833370328,223.626070901806,223.830555492345
2018-07-19,2018,493526,611699,683998,72816375,118629192,136888947,173495101,220247916,220301917.666667,49294397235,1.4624992219453,1.26741497251783,1.85660807670341,1.60895324879663,1.85706329068368,1.60934774132397,415.533448419677,360.105021737073,284.125585972598,223.813228884309,223.758366504944
2018-07-20,2018,735271,892117,835697.666666666,144496215,118629192,136888947,173376907,220000468,220226649.333333,49282738710,1.46150289045212,1.26655154268956,1.85452218202751,1.60714559371985,1.85642880660717,1.60879789171973,415.43517138682,360.019853976961,284.252035422457,224.011972147259,223.781903140187
2018-07-21,2018,913012,1003277,935045.333333333,321080220,118629192,136888947,173645804,220431564,220487238,49344974760,1.46376959222651,1.26851588682321,1.8581561610906,1.6102948326427,1.85862547221935,1.61070154188563,415.959798158281,360.474500253114,284.170268577293,223.856211263828,223.799686583221
2018-07-22,2018,743738,909742,889924.000000001,233187810,118629192,136888947,174091911,221029682,220936633.666667,49448956935,1.46753010844076,1.27177478397872,1.86319807353994,1.61466419929434,1.86241371067137,1.6139844633816,416.836329248538,361.234109975293,284.039371220412,223.720888921154,223.815109854552
2018-07-23,2018,548402,756753,803997.333333334,117197910,118629192,136888947,174314496,221348655,221235637.333333,49501477950,1.46940641726701,1.27340081007417,1.86588689738357,1.61699435820775,1.86493420045661,1.61616874248681,417.279061885543,361.617786058359,283.977977081149,223.635774746406,223.75001851721
2018-07-24,2018,527535,745497,732048.333333334,86397435,118629192,136888947,174332531,221328575,221311882,49492958220,1.4695584456143,1.27353255920655,1.86571763044631,1.61684766995834,1.86557691466026,1.61672572439322,417.207243728002,361.555547797442,283.899728502192,223.617570483161,223.634437395458
2018-07-25,2018,493014,693895,685092.333333333,77906010,118629192,136888947,174305565,221258416,221458707.333333,49468132800,1.46933113225621,1.27333556740706,1.86512621615091,1.61633514501357,1.8668145976526,1.61779831160023,416.997974663774,361.374193345209,283.80122459085,223.57627652907,223.374070027159
2018-07-26,2018,428483,615885,701901,83695755,118629192,136888947,174665332,221789131,221614828,49510259595,1.47236383435875,1.27596373431085,1.86959994636059,1.62021211982878,1.86813063685033,1.61893880299919,417.353087889193,361.681937658561,283.457850668386,223.231225857502,223.406800175844
2018-07-27,2018,500215,795923,638593.666666667,98786265,118629192,136888947,174724694,221796937,221789708,49527366150,1.47286423395685,1.27639738510079,1.86966574803949,1.62026914415523,1.86960481025615,1.6202163349244,417.497289790189,361.806904322231,283.459452789198,223.300496480707,223.307774723253
2018-07-28,2018,402626,503973,615626.333333334,72426840,118629192,136888947,174714744,221783056,221782988.666667,49527893430,1.47278035915477,1.27632469844333,1.86954873636836,1.62016774078918,1.86954816877339,1.62016724890627,417.501734564625,361.810756203713,283.478613745386,223.316849913007,223.316917712021
2018-07-29,2018,404185,546983,568115.333333334,87251895,118629192,136888947,174686494,221768973,221802521,49520048355,1.47254222215389,1.27611832677769,1.86943002191231,1.62006486177441,1.86971281908419,1.6203099363457,417.435603497999,361.753446426905,283.479547966656,223.29565621878,223.261882379597
2018-07-30,2018,502281,653390,616931.999999999,82444125,118629192,136888947,174738267,221855534,221831273.333333,49521361605,1.47297864930244,1.27649653846778,1.8701596989719,1.62069720647351,1.86995519056838,1.62051997765264,417.446673707429,361.763039969911,283.403071663747,223.214452721292,223.23886465993
2018-07-31,2018,465741,650423,667356.333333333,70393080,118629192,136888947,174741585,221869313,221976891,49522731315,1.47300661880931,1.27652077709386,1.87027585082093,1.62079786471,1.87118269337955,1.62158374262314,417.458219853676,361.77304596404,283.405528884266,223.206763681645,223.098589641027
2018-08-01,2018,474985,698256,682679.666666667,94899690,118629192,136888947,174959110,222205826,222137162.666667,49559520600,1.4748402737161,1.27810983891928,1.87311253034582,1.6232561566859,1.87253372396456,1.62275455787286,417.768339853482,362.04179874362,283.263447099154,223.034298839671,223.10323948077
2018-08-02,2018,471324,699360,682560.333333334,79467270,118629192,136888947,175052934,222336349,222297718,49578250350,1.4756311751664,1.27879524122572,1.87421279072692,1.62420965222269,1.87388714575414,1.62392744536197,417.926224685067,362.178623157938,283.218619746185,222.987606718324,223.026357607504
