NERC,Date,max_customer,daily_ci,daily_ci_3day_avg,customer_minutes
SPP,2018-04-30,26842,30142,15580.6666666667,2380185
SPP,2018-05-01,8214,10070,37106,1069590
SPP,2018-05-02,61946,71106,48878,5261700
SPP,2018-05-03,55898,65458,54365.6666666667,9894240
SPP,2018-05-04,24886,26533,37350.3333333333,1876965
SPP,2018-05-05,17502,20060,20159,2055840
SPP,2018-05-06,11489,13884,21825.3333333333,1388670
SPP,2018-05-07,26652,31532,21076.6666666667,2004825
SPP,2018-05-08,16462,17814,19913,2218935
SPP,2018-05-09,9279,10393,14614.6666666667,829050
SPP,2018-05-10,12867,15637,18973.6666666667,1421205
SPP,2018-05-11,24882,30891,19336,2183685
SPP,2018-05-12,10531,11480,17152.6666666667,1040355
SPP,2018-05-13,7848,9087,18644.3333333333,745605
SPP,2018-05-14,31441,35366,33446.3333333333,4234725
SPP,2018-05-15,46371,55886,40504.6666666667,5791830
SPP,2018-05-16,26538,30262,35108,2969130
SPP,2018-05-17,14836,19176,23381.6666666667,1644330
SPP,2018-05-18,18651,20707,21285,1750695
SPP,2018-05-19,21112,23972,27898.3333333334,2345850
SPP,2018-05-20,28917,39016,25125,5445150
SPP,2018-05-21,10688,12387,22966.3333333333,1071060
SPP,2018-05-22,14301,17496,24270.6666666667,1531590
SPP,2018-05-23,31971,42929,24936,3505200
SPP,2018-05-24,13295,14383,33931,1174530
SPP,2018-05-25,33537,44481,25391,4004790
SPP,2018-05-26,12981,17309,25771.6666666667,1933875
SPP,2018-05-27,13488,15525,15893,1548735
SPP,2018-05-28,13458,14845,28704.6666666667,1835535
SPP,2018-05-29,44076,55744,44993.3333333333,6005040
SPP,2018-05-30,55095,64391,64483.3333333333,7599300
SPP,2018-05-31,63948,73315,55369.3333333334,7175850
SPP,2018-06-01,24420,28402,86732,2835090
SPP,2018-06-02,136811,158479,69781,54639105
SPP,2018-06-03,31717,22462,67743,12407295
SPP,2018-06-04,13754,22288,38416.6666666667,3517485
SPP,2018-06-05,50220,70500,38379.6666666667,6604485
SPP,2018-06-06,17937,22351,51018.6666666667,1737225
SPP,2018-06-07,49283,60205,35360.3333333333,7389915
SPP,2018-06-08,21423,23525,32063,2974710
SPP,2018-06-09,11411,12459,19380.6666666667,1613340
SPP,2018-06-10,16327,22158,27872.6666666667,2337285
SPP,2018-06-11,39926,49001,59751,4065960
SPP,2018-06-12,81422,108094,61440,13674990
SPP,2018-06-13,22340,27225,55179.3333333333,2880765
SPP,2018-06-14,26680,30219,25774.6666666667,2787600
SPP,2018-06-15,13717,19880,23500,1682100
SPP,2018-06-16,17340,20401,17790,2413785
SPP,2018-06-17,11919,13089,27126.3333333333,1460820
SPP,2018-06-18,26034,47889,29774.3333333333,3750075
SPP,2018-06-19,24668,28345,39244.0000000001,2818035
SPP,2018-06-20,28157,41498,32486,3391305
SPP,2018-06-21,24253,27615,46705.6666666667,2691870
SPP,2018-06-22,65344,71004,67094.6666666666,5059110
SPP,2018-06-23,91704,102665,97404,19197840
SPP,2018-06-24,92121,118543,98836.6666666666,19698105
SPP,2018-06-25,65318,75302,88151.3333333334,13697685
SPP,2018-06-26,59733,70609,59014,11535405
SPP,2018-06-27,29749,31131,49906,5763945
SPP,2018-06-28,44043,47978,35760,3688740
SPP,2018-06-29,20957,28171,40862,1846530
SPP,2018-06-30,40658,46437,36946.6666666667,5242860
SPP,2018-07-01,24802,36232,40283,3621495
SPP,2018-07-02,28683,38180,44954.6666666667,3213705
SPP,2018-07-03,53520,60452,41398.3333333333,10406760
SPP,2018-07-04,28679,25563,43684.6666666667,8046585
SPP,2018-07-05,38823,45039,41212.3333333333,5477535
SPP,2018-07-06,41506,53035,39756.3333333333,4713480
SPP,2018-07-07,20127,21195,30194.6666666667,2993100
SPP,2018-07-08,16686,16354,21439.3333333333,1844700
SPP,2018-07-09,20939,26769,20438,2488125
SPP,2018-07-10,14396,18191,30145.6666666667,1541370
SPP,2018-07-11,29851,45477,34088,3572580
SPP,2018-07-12,30422,38596,32322.6666666667,3924975
SPP,2018-07-13,11980,12895,26697.6666666667,1567755
SPP,2018-07-14,22078,28602,25756.6666666667,3219915
SPP,2018-07-15,28940,35773,35285.6666666667,3458460
SPP,2018-07-16,30427,41482,31933.3333333333,2982300
SPP,2018-07-17,19213,18545,28103.6666666667,2355090
SPP,2018-07-18,20373,24284,42402.3333333333,1671810
SPP,2018-07-19,72525,84378,46351,14375775
SPP,2018-07-20,34179,30391,46060.3333333334,7442130
SPP,2018-07-21,21110,23412,21206.6666666667,3103275
SPP,2018-07-22,8744,9817,14338,1149540
SPP,2018-07-23,7764,9785,10900.6666666667,746445
SPP,2018-07-24,10050,13100,12962.6666666667,1379790
SPP,2018-07-25,12331,16003,14143,1688850
SPP,2018-07-26,11422,13326,18980,1423785
SPP,2018-07-27,23093,27611,22144,2660115
SPP,2018-07-28,19997,25495,42435.6666666667,2381205
SPP,2018-07-29,61540,74201,68921.3333333333,12529170
SPP,2018-07-30,95754,107068,69098.3333333333,20744940
SPP,2018-07-31,21982,26026,55157,3206895
SPP,2018-08-01,26151,32377,26553.6666666667,1933470
SPP,2018-08-02,17397,21258,24455,1802280
SPP,2018-08-03,16826,19730,17219,1659975
SPP,2018-08-04,9223,10669,15245.3333333333,1459020
SPP,2018-08-05,14017,15337,17987.3333333333,1150365
SPP,2018-08-06,23342,27956,37217.3333333334,2603280
SPP,2018-08-07,55149,68359,48400.3333333334,7814070
SPP,2018-08-08,35609,48886,49803.6666666667,6373590
SPP,2018-08-09,24987,32166,35747.6666666667,2850750
SPP,2018-08-10,17660,26191,24603.6666666667,2619180
SPP,2018-08-11,12913,15454,25448.6666666667,1481835
SPP,2018-08-12,29333,34701,22696,3164385
SPP,2018-08-13,14484,17933,34710.6666666667,2232480
SPP,2018-08-14,31700,51498,35712,3542520
SPP,2018-08-15,30702,37705,48286.3333333334,4228815
SPP,2018-08-16,51063,55656,40948.3333333334,6582030
SPP,2018-08-17,28736,29484,32762,3608700
SPP,2018-08-18,11534,13146,30172.6666666667,1350300
SPP,2018-08-19,42485,47888,28280.6666666667,6405210
SPP,2018-08-20,20907,23808,26751,2827020
SPP,2018-08-21,7401,8557,15464.6666666667,1187820
SPP,2018-08-22,10419,14029,12509.6666666667,1122405
SPP,2018-08-23,12728,14943,13777.6666666667,1186245
SPP,2018-08-24,10297,12361,15779,818340
SPP,2018-08-25,17467,20033,17278,2944365
SPP,2018-08-26,16197,19440,19776.6666666667,1797825
SPP,2018-08-27,13880,19857,32345.3333333333,1893720
SPP,2018-08-28,48297,57739,36970,9098745
SPP,2018-08-29,35513,33314,43455.3333333333,5917875
SPP,2018-08-30,31000,39313,28732.6666666667,4224495
SPP,2018-08-31,11260,13571,23711.3333333334,1400475
SPP,2018-09-01,15614,18250,14923.6666666667,2080605
SPP,2018-09-02,12997,12950,18266.3333333333,1726665
SPP,2018-09-03,16347,23599,19831.6666666667,3207555
SPP,2018-09-04,19773,22946,27235,2940375
SPP,2018-09-05,30090,35160,26787.6666666667,2744235
SPP,2018-09-06,16113,22257,27623.6666666667,2154555
SPP,2018-09-07,22317,25454,23997,3165165
SPP,2018-09-08,19645,24280,22888.6666666667,2584935
SPP,2018-09-09,19217,18932,20040.6666666667,2483670
SPP,2018-09-10,14305,16910,16015,1918395
SPP,2018-09-11,10661,12203,13409.6666666667,1389645
SPP,2018-09-12,8887,11116,11425.6666666667,884775
SPP,2018-09-13,8317,10958,10197.3333333333,1143075
SPP,2018-09-14,7568,8518,11600.6666666667,800130
SPP,2018-09-15,13049,15326,11091.6666666667,1748865
SPP,2018-09-16,6516,9431,15575.3333333333,947115
SPP,2018-09-17,19265,21969,17294.6666666667,1720110
SPP,2018-09-18,14237,20484,21937.6666666667,1501635
SPP,2018-09-19,19190,23360,23219,2392830
SPP,2018-09-20,23718,25813,27820.3333333333,2004930
SPP,2018-09-21,29401,34288,31155.3333333333,3065625
SPP,2018-09-22,24809,33365,30410.3333333333,3091020
SPP,2018-09-23,19975,23578,23903,2653080
SPP,2018-09-24,12732,14766,18066,1058520
SPP,2018-09-25,13530,15854,19761.6666666667,1534875
SPP,2018-09-26,24034,28665,22757.3333333333,3192540
SPP,2018-09-27,25348,23753,21100.6666666667,1699530
SPP,2018-09-28,9221,10884,15949.3333333333,900375
SPP,2018-09-29,12061,13211,12663.3333333333,965265
SPP,2018-09-30,10994,13895,13606,1195335
SPP,2018-10-01,12096,13712,14298.6666666667,1533525
SPP,2018-10-02,14048,15289,14815.6666666667,990915
SPP,2018-10-03,11889,15446,16631,1149795
SPP,2018-10-04,17693,19158,17632.6666666667,2494830
SPP,2018-10-05,15045,18294,23638,1947960
SPP,2018-10-06,30090,33462,30445,4246830
SPP,2018-10-07,32917,39579,40362.6666666667,5115105
SPP,2018-10-08,34668,48047,52954.3333333333,4762425
SPP,2018-10-09,50917,71237,45096,7242495
SPP,2018-10-10,14961,16004,32304.3333333333,1821270
SPP,2018-10-11,7211,9672,13648.6666666667,788130
SPP,2018-10-12,13415,15270,16632.6666666667,1386450
SPP,2018-10-13,22482,24956,19508,3433215
SPP,2018-10-14,16888,18298,26271.3333333333,2827050
SPP,2018-10-15,25209,35560,26607,3567210
SPP,2018-10-16,19124,25963,25677,2445765
SPP,2018-10-17,12268,15508,17375.3333333333,1076265
SPP,2018-10-18,7836,10655,14235.3333333333,884085
SPP,2018-10-19,12989,16543,12553.3333333333,1585515
SPP,2018-10-20,9460,10462,10529.3333333333,1186260
SPP,2018-10-21,4694,4583,9299.33333333333,506430
SPP,2018-10-22,10504,12853,10018.6666666667,959250
SPP,2018-10-23,8740,12620,12205.6666666667,812730
SPP,2018-10-24,7479,11144,18111.3333333333,1244640
SPP,2018-10-25,25190,30570,20362.3333333333,2030505
SPP,2018-10-26,16188,19373,20839.3333333333,1708035
SPP,2018-10-27,11361,12575,16347.6666666667,1308000
SPP,2018-10-28,15617,17095,13423.6666666667,1401240
SPP,2018-10-29,8993,10601,14837.3333333333,927885
SPP,2018-10-30,13614,16816,19740.3333333333,1113765
SPP,2018-10-31,27508,31804,29128.3333333333,2323035
SPP,2018-11-01,38425,38765,30235,17244480
SPP,2018-11-02,22689,20136,29428,5458830
SPP,2018-11-03,26853,29383,20542.6666666667,2463600
SPP,2018-11-04,10759,12109,18969,1428930
SPP,2018-11-05,11767,15415,14187.6666666667,1513980
SPP,2018-11-06,12961,15039,16619,1409250
SPP,2018-11-07,16723,19403,17778.3333333333,1576770
SPP,2018-11-08,11962,18893,19168.3333333333,1543395
SPP,2018-11-09,17422,19209,17173.6666666667,2418045
SPP,2018-11-10,11940,13419,14550.6666666667,1086390
SPP,2018-11-11,9524,11024,30018.6666666667,887940
SPP,2018-11-12,38552,65613,29112.6666666667,7203795
SPP,2018-11-13,9031,10701,30249.3333333333,1044555
SPP,2018-11-14,11616,14434,12997.3333333333,1241025
SPP,2018-11-15,12028,13857,13436,1150125
SPP,2018-11-16,10010,12017,11383,1157130
SPP,2018-11-17,7237,8275,9957.00000000001,560370
SPP,2018-11-18,8476,9579,9589.66666666666,1521450
SPP,2018-11-19,9003,10915,8670.33333333333,1048050
SPP,2018-11-20,4052,5517,8345.33333333333,501450
SPP,2018-11-21,6952,8604,8531.33333333333,655920
SPP,2018-11-22,9036,11473,9039,836910
SPP,2018-11-23,6184,7040,8598.33333333333,702465
SPP,2018-11-24,6051,7282,52420.6666666667,513555
SPP,2018-11-25,100583,142940,53771.6666666667,26154855
SPP,2018-11-26,13159,11093,56495.6666666667,2450970
SPP,2018-11-27,13446,15454,12218,1309095
SPP,2018-11-28,8074,10107,16248.3333333333,1115850
SPP,2018-11-29,18232,23184,39133.3333333333,1588710
SPP,2018-11-30,74452,84109,62362.6666666667,4716030
SPP,2018-12-01,106221,79795,57543,32315145
SPP,2018-12-02,9410,8725,32242.3333333333,3831210
SPP,2018-12-03,7970,8207,8700.66666666667,1421370
SPP,2018-12-04,8523,9170,11356,972585
SPP,2018-12-05,15638,16691,11944,1247625
SPP,2018-12-06,9291,9971,11852,833205
SPP,2018-12-07,7803,8894,14996.6666666667,1067670
SPP,2018-12-08,21443,26125,15151.3333333333,3855945
SPP,2018-12-09,8915,10435,19402.3333333333,1111455
SPP,2018-12-10,16856,21647,14095,1480380
SPP,2018-12-11,8489,10203,13390,974895
SPP,2018-12-12,6908,8320,15293.3333333333,643635
SPP,2018-12-13,19053,27357,18226,2545875
SPP,2018-12-14,15806,19001,20952.3333333333,1450260
SPP,2018-12-15,15506,16499,14463,1406265
SPP,2018-12-16,6674,7889,14441.6666666667,445185
SPP,2018-12-17,17052,18937,11515,1552560
SPP,2018-12-18,10577,7719,10456.6666666667,1651380
SPP,2018-12-19,3636,4714,12267,379815
SPP,2018-12-20,18544,24368,11967.6666666667,1786065
SPP,2018-12-21,5790,6821,11659,566145
SPP,2018-12-22,3176,3788,4965.66666666667,450570
SPP,2018-12-23,3358,4288,4317.33333333333,543450
SPP,2018-12-24,4187,4876,4596.33333333334,419175
SPP,2018-12-25,4152,4625,30511,348720
SPP,2018-12-26,59114,82032,42610,8493495
SPP,2018-12-27,37005,41173,43430.6666666667,13047150
SPP,2018-12-28,7034,7087,17281.3333333333,1335450
SPP,2018-12-29,3295,3584,6771,565905
SPP,2018-12-30,8920,9642,4826.66666666667,802800
SPP,2018-12-31,1164,1254,6270.66666666666,177405
SPP,2019-01-01,7126,7916,6218.33333333333,978600
SPP,2019-01-02,7347,9485,17705,919545
SPP,2019-01-03,23551,35714,21762.6666666667,4125270
SPP,2019-01-04,21975,20089,20471,4104465
SPP,2019-01-05,4884,5610,9817.33333333334,723300
SPP,2019-01-06,2781,3753,4913,750390
SPP,2019-01-07,4784,5376,8585,758730
SPP,2019-01-08,15627,16626,14960,1412250
SPP,2019-01-09,16222,22878,17076,2263020
SPP,2019-01-10,8475,11724,15692.6666666667,1009455
SPP,2019-01-11,10524,12476,68636.3333333333,1347660
SPP,2019-01-12,135473,181709,70947.3333333332,80101065
SPP,2019-01-13,96529,18657,70393.9999999999,105021555
SPP,2019-01-14,51799,10816,13442,54960375
SPP,2019-01-15,28110,10853,10651.3333333333,22648125
SPP,2019-01-16,11353,10285,10325,4062450
SPP,2019-01-17,6615,9837,16550.6666666667,1344930
SPP,2019-01-18,24770,29530,40052,2991525
SPP,2019-01-19,51859,80789,39733.3333333333,14793990
SPP,2019-01-20,8330,8881,37151,1838055
SPP,2019-01-21,18484,21783,18453.3333333333,2310135
SPP,2019-01-22,20626,24696,22717.3333333333,1877880
SPP,2019-01-23,16463,21673,18592,3078645
SPP,2019-01-24,6554,9407,14077.3333333334,1014570
SPP,2019-01-25,9163,11152,8319.33333333333,1226655
SPP,2019-01-26,3981,4399,6904,523230
SPP,2019-01-27,4466,5161,13304.3333333333,638970
SPP,2019-01-28,23057,30353,15387,2525535
SPP,2019-01-29,9169,10647,20515,1563060
SPP,2019-01-30,12220,20545,15697.6666666667,1961535
SPP,2019-01-31,15102,15901,15828.3333333333,1975170
SPP,2019-02-01,9730,11039,13821,1192410
SPP,2019-02-02,13269,14523,11124,1528770
SPP,2019-02-03,6516,7810,9216.33333333334,1262865
SPP,2019-02-04,4766,5316,7276,693060
SPP,2019-02-05,7530,8702,9786.00000000001,824235
SPP,2019-02-06,13324,15340,21142.6666666667,1493640
SPP,2019-02-07,33346,39386,24700.3333333333,5889525
SPP,2019-02-08,16656,19375,21287.6666666667,1652265
SPP,2019-02-09,4492,5102,9691.33333333334,621855
SPP,2019-02-10,4816,4597,7536.66666666667,826890
SPP,2019-02-11,11152,12911,8386,1539090
SPP,2019-02-12,6374,7650,10551,970245
SPP,2019-02-13,9469,11092,9013.33333333334,980340
SPP,2019-02-14,6453,8298,11273,823560
SPP,2019-02-15,10612,14429,9623.66666666666,1049055
SPP,2019-02-16,5962,6144,8660.33333333333,615420
SPP,2019-02-17,5306,5408,6251,443205
SPP,2019-02-18,5866,7201,10695.6666666667,610905
SPP,2019-02-19,16722,19478,13046.6666666667,2013810
SPP,2019-02-20,10274,12461,13529.6666666667,983820
SPP,2019-02-21,7185,8650,12453.3333333333,604170
SPP,2019-02-22,15383,16249,28635.6666666667,1548450
SPP,2019-02-23,54397,61008,28444,6576990
SPP,2019-02-24,10837,8075,27662,1901250
SPP,2019-02-25,9983,13903,10274,910725
SPP,2019-02-26,7208,8844,9471,891180
SPP,2019-02-27,5655,5666,6472.66666666666,690270
SPP,2019-02-28,3875,4908,6934.99999999999,699735
SPP,2019-03-01,7046,10231,7887.33333333334,1096290
SPP,2019-03-02,7810,8523,15803.3333333333,1071975
SPP,2019-03-03,27304,28656,15045,1664070
SPP,2019-03-04,7337,7956,15113.6666666667,1432155
SPP,2019-03-05,7334,8729,10840.6666666667,923505
SPP,2019-03-06,14532,15837,11343.6666666667,1059690
SPP,2019-03-07,7594,9465,11808,1027530
SPP,2019-03-08,7489,10122,49063,988515
SPP,2019-03-09,74963,127602,48409,12641370
SPP,2019-03-10,8450,7503,53950.3333333334,1563465
SPP,2019-03-11,24526,26746,22322.3333333333,1774635
SPP,2019-03-12,29231,32718,74560.3333333334,3331035
SPP,2019-03-13,131390,164217,91273.3333333333,35391630
SPP,2019-03-14,90192,76885,88379.3333333334,55701315
SPP,2019-03-15,22536,24036,37383.6666666667,11019600
SPP,2019-03-16,10795,11230,14904.6666666667,3554355
SPP,2019-03-17,8654,9448,11196.6666666667,1703250
SPP,2019-03-18,11469,12912,10818.3333333333,1385760
SPP,2019-03-19,8297,10095,10841.6666666667,1341690
SPP,2019-03-20,7296,9518,10440.6666666667,1546695
SPP,2019-03-21,10275,11709,12273.6666666667,1756035
SPP,2019-03-22,14296,15594,13172,1624215
SPP,2019-03-23,12104,12213,12811,1762230
SPP,2019-03-24,9830,10626,13691.6666666667,1012815
SPP,2019-03-25,16366,18236,15313.3333333333,2013090
SPP,2019-03-26,15383,17078,14981.3333333333,1172505
SPP,2019-03-27,8124,9630,14097.6666666667,843360
SPP,2019-03-28,13161,15585,16410.6666666667,1136955
SPP,2019-03-29,17370,24017,19311.3333333333,1495980
SPP,2019-03-30,13793,18332,17489,2210850
SPP,2019-03-31,9391,10118,13624,1238205
SPP,2019-04-01,10832,12422,12201,1064715
SPP,2019-04-02,12476,14063,11284,1032030
SPP,2019-04-03,6142,7367,13445.6666666667,636930
SPP,2019-04-04,14118,18907,11919,2246295
SPP,2019-04-05,7572,9483,21417.6666666667,1036290
SPP,2019-04-06,26531,35863,30980.3333333333,2757015
SPP,2019-04-07,36513,47595,36762.3333333333,6905535
SPP,2019-04-08,21378,26829,29684.6666666666,4145400
SPP,2019-04-09,12076,14630,28061.6666666667,1045530
SPP,2019-04-10,39033,42726,25788.3333333333,4159965
SPP,2019-04-11,13563,20009,23660.6666666667,1692645
SPP,2019-04-12,7014,8247,53266.3333333334,891510
SPP,2019-04-13,80160,131543,54854.3333333334,23002545
SPP,2019-04-14,29519,24773,56240.3333333334,13543905
SPP,2019-04-15,10976,12405,16473.3333333333,1693410
SPP,2019-04-16,10678,12242,17720.6666666666,1301880
SPP,2019-04-17,21449,28515,42403,2007765
SPP,2019-04-18,66515,86452,43998.6666666667,12222630
SPP,2019-04-19,14760,17029,37501,2470350
SPP,2019-04-20,7869,9022,13564,873930
SPP,2019-04-21,11656,14641,13172.6666666667,2174460
SPP,2019-04-22,12439,15855,16266,1534260
SPP,2019-04-23,16355,18302,15747.3333333333,1566390
SPP,2019-04-24,10727,13085,27909,1222185
SPP,2019-04-25,39073,52340,31357.3333333333,8615475
SPP,2019-04-26,26356,28647,34198.6666666666,2213850
SPP,2019-04-27,29748,21609,21162.6666666667,2726400
SPP,2019-04-28,11636,13232,19380.6666666667,1422615
SPP,2019-04-29,20756,23301,42129,2433405
SPP,2019-04-30,68195,89854,59926.3333333333,8394915
SPP,2019-05-01,55647,66624,74664.6666666667,13679295
SPP,2019-05-02,52439,67516,53584.3333333333,10961085
SPP,2019-05-03,20898,26613,38270,3596475
SPP,2019-05-04,15987,20681,18608.3333333333,3031470
SPP,2019-05-05,7636,8531,30339,1084590
SPP,2019-05-06,53008,61805,39318,5253135
SPP,2019-05-07,44711,47618,104936.666666667,5294760
SPP,2019-05-08,140943,205387,102156,44190570
SPP,2019-05-09,82645,53463,92485.3333333334,71846055
SPP,2019-05-10,41417,18606,32782.3333333333,36766800
SPP,2019-05-11,32278,26278,20803.3333333333,20172795
SPP,2019-05-12,19594,17526,19979.6666666667,8859240
SPP,2019-05-13,12728,16135,20802.6666666667,3330240
SPP,2019-05-14,25797,28747,23463.3333333333,2828565
SPP,2019-05-15,21166,25508,27959.3333333333,2456190
SPP,2019-05-16,26314,29623,27973.6666666667,2834355
SPP,2019-05-17,23993,28790,64795.3333333334,2110710
SPP,2019-05-18,119037,135973,75384,25613205
SPP,2019-05-19,63503,61389,100658.333333333,24884685
SPP,2019-05-20,77124,104613,92557.6666666666,12142560
SPP,2019-05-21,90390,111671,89477.6666666667,22882770
SPP,2019-05-22,41445,52149,67829,6659610
SPP,2019-05-23,42318,39667,54276,13560945
SPP,2019-05-24,65320,71012,50537.3333333334,12469380
SPP,2019-05-25,39284,40933,72148.6666666667,7088340
SPP,2019-05-26,82281,104501,63260.6666666667,31519395
SPP,2019-05-27,52060,44348,71651,15579990
SPP,2019-05-28,53765,66104,54770,12289335
SPP,2019-05-29,54290,53858,50859.6666666667,12890985
SPP,2019-05-30,27195,32617,35760.6666666667,6144675
SPP,2019-05-31,14168,20807,47742.6666666667,3196455
SPP,2019-06-01,82910,89804,45395.6666666667,6139020
SPP,2019-06-02,23634,25576,51621,3839130
SPP,2019-06-03,32691,39483,31850.3333333333,4610535
SPP,2019-06-04,25529,30492,37698,4187565
SPP,2019-06-05,30241,43119,38949.3333333333,4265145
SPP,2019-06-06,32407,43237,37518,4713825
SPP,2019-06-07,19663,26198,30097.3333333333,3047220
SPP,2019-06-08,16227,20857,36421.3333333334,2615340
SPP,2019-06-09,50972,62209,44713.3333333333,8980065
SPP,2019-06-10,37708,51074,46254.3333333333,3854385
SPP,2019-06-11,21745,25480,36556.6666666667,3031125
SPP,2019-06-12,27939,33116,25811.6666666667,4160655
SPP,2019-06-13,16146,18839,28289.6666666667,1662795
SPP,2019-06-14,24231,32914,34870.3333333334,2515365
SPP,2019-06-15,47207,52858,54895.6666666667,6532935
SPP,2019-06-16,71209,78915,49298,15241350
SPP,2019-06-17,13794,16121,42940.3333333333,2070570
SPP,2019-06-18,24163,33785,101027,2489115
SPP,2019-06-19,152949,253175,129618.666666667,52693275
SPP,2019-06-20,106410,101896,159092.666666667,54046350
SPP,2019-06-21,87274,122207,99494.3333333334,27951855
SPP,2019-06-22,62762,74380,123226,11015625
SPP,2019-06-23,128291,173091,120834.333333333,32094570
SPP,2019-06-24,97971,115032,113336.666666667,44546655
SPP,2019-06-25,33807,51887,70020.3333333333,11389515
SPP,2019-06-26,36882,43142,45370,6228900
SPP,2019-06-27,37212,41081,34668.3333333333,5297085
SPP,2019-06-28,16728,19782,30971.6666666667,2235585
SPP,2019-06-29,23204,32052,23375.3333333333,4456215
SPP,2019-06-30,15201,18292,21483,1700370
SPP,2019-07-01,13142,14105,19875,1808235
SPP,2019-07-02,23286,27228,22692.3333333333,3006390
SPP,2019-07-03,21583,26744,25564.3333333333,3113445
SPP,2019-07-04,19623,22721,26153.6666666667,2517150
SPP,2019-07-05,22117,28996,27336.3333333333,3501375
SPP,2019-07-06,25011,30292,26665.6666666667,2688330
SPP,2019-07-07,15825,20709,24416.6666666667,2326935
SPP,2019-07-08,17411,22249,21571.3333333333,2023065
SPP,2019-07-09,19190,21756,69141.3333333334,2319165
SPP,2019-07-10,139663,163419,74517.6666666667,30146550
SPP,2019-07-11,51237,38378,75285.6666666667,15569280
SPP,2019-07-12,20988,24060,35377.6666666667,2572140
SPP,2019-07-13,27965,43695,32369.6666666667,7082145
SPP,2019-07-14,28621,29354,34224.3333333333,12230670
SPP,2019-07-15,19768,29624,28243,3850905
SPP,2019-07-16,21634,25751,25353.6666666667,3238410
SPP,2019-07-17,15626,20686,21727.6666666667,2148255
SPP,2019-07-18,15829,18746,21127.3333333334,1061565
SPP,2019-07-19,17909,23950,17911.6666666667,2039115
SPP,2019-07-20,8755,11039,30541.6666666667,945735
SPP,2019-07-21,43028,56636,35226.3333333334,7303065
SPP,2019-07-22,39233,38004,41926.6666666667,6749445
SPP,2019-07-23,25374,31140,29723.6666666667,2056695
SPP,2019-07-24,15323,20027,20259,1842150
SPP,2019-07-25,9168,9610,13710.3333333333,961740
SPP,2019-07-26,9197,11494,12579.3333333333,1132170
SPP,2019-07-27,13248,16634,14251.3333333333,2455530
SPP,2019-07-28,14751,14626,26182,1231005
SPP,2019-07-29,37871,47286,37992,5580225
SPP,2019-07-30,29590,52064,39475.6666666667,3544635
SPP,2019-07-31,15726,19077,33280.6666666667,1793325
SPP,2019-08-01,21165,28701,22173,3310920
SPP,2019-08-02,15777,18741,20987,2238360
SPP,2019-08-03,12068,15519,16006,1805985
SPP,2019-08-04,11775,13758,13894.6666666667,1510215
SPP,2019-08-05,8688,12407,16682,1345935
SPP,2019-08-06,20639,23881,25175.6666666667,2196480
SPP,2019-08-07,30854,39239,33780,3865590
SPP,2019-08-08,28090,38220,40142,3983610
SPP,2019-08-09,35721,42967,32147.6666666667,4975635
SPP,2019-08-10,11804,15256,28546.3333333333,1748580
SPP,2019-08-11,22995,27416,23180.6666666667,3084390
SPP,2019-08-12,24343,26870,27593,4313730
SPP,2019-08-13,26920,28493,29671.3333333333,4778235
SPP,2019-08-14,30915,33651,33585.3333333333,3592080
SPP,2019-08-15,27800,38612,41953,3268605
SPP,2019-08-16,44884,53596,54431.6666666667,9042975
SPP,2019-08-17,58258,71087,98336.3333333334,10392195
SPP,2019-08-18,158445,170326,89278.3333333333,37765710
SPP,2019-08-19,41152,26422,77924.6666666666,5424735
SPP,2019-08-20,33475,37026,34507,4410255
SPP,2019-08-21,35008,40073,40044.3333333334,4362660
SPP,2019-08-22,37503,43034,49089.3333333334,6309810
SPP,2019-08-23,46332,64161,43979,7011735
SPP,2019-08-24,19868,24742,40579,2524245
SPP,2019-08-25,24797,32834,74116,4127955
SPP,2019-08-26,148540,164772,142899,12660180
SPP,2019-08-27,197724,231091,143655,133040250
SPP,2019-08-28,69267,35102,100874,53763300
SPP,2019-08-29,40189,36429,55765.6666666667,16655190
SPP,2019-08-30,79758,95766,50783.3333333333,20070840
SPP,2019-08-31,22066,20155,42341.3333333333,3170130
SPP,2019-09-01,9550,11103,14790.6666666667,1477395
SPP,2019-09-02,11616,13114,12551,1508610
SPP,2019-09-03,11456,13436,14981.6666666667,1435230
SPP,2019-09-04,14263,18395,18179.6666666667,1542000
SPP,2019-09-05,18108,22708,19349,1807575
SPP,2019-09-06,14012,16944,17370,1346355
SPP,2019-09-07,10435,12458,15721.3333333333,1011300
SPP,2019-09-08,14365,17762,20934.3333333333,2027910
SPP,2019-09-09,27629,32583,22380.3333333333,3997620
SPP,2019-09-10,13773,16796,20184,1596660
SPP,2019-09-11,9005,11173,27506.3333333333,1299930
SPP,2019-09-12,39626,54550,28234,4779435
SPP,2019-09-13,17100,18979,30889,2599470
SPP,2019-09-14,16071,19138,17294.3333333333,2421750
SPP,2019-09-15,10720,13766,18415.6666666667,1270980
SPP,2019-09-16,18533,22343,17607.3333333333,1564755
SPP,2019-09-17,14880,16713,17812.3333333333,1688145
SPP,2019-09-18,10360,14381,18883.3333333333,1330605
SPP,2019-09-19,19656,25556,31586.3333333333,2526030
SPP,2019-09-20,42214,54822,37525.6666666667,6114570
SPP,2019-09-21,25211,32199,43514.6666666667,3064155
SPP,2019-09-22,30637,43523,30226,5436795
SPP,2019-09-23,12463,14956,28169.3333333333,1507005
