NERC,Date,max_customer,daily_ci,daily_ci_3day_avg,customer_minutes
SERC,2014-10-31,2796,3624,0,92265
SERC,2014-11-02,36958,41957,91620.6666666666,4508580
SERC,2014-11-03,40753,49614,50846,3570480
SERC,2014-11-04,45501,60967,56276.3333333333,2861820
SERC,2014-11-05,38321,58248,63028.3333333333,5039370
SERC,2014-11-06,59948,69870,60313.6666666667,6612330
SERC,2014-11-07,24486,52823,48152,3504690
SERC,2014-11-08,18748,21763,37951.6666666667,2655510
SERC,2014-11-09,35315,39269,37306,3398205
SERC,2014-11-10,42072,50886,43435.3333333334,4378935
SERC,2014-11-11,33850,40151,40923.3333333334,3815940
SERC,2014-11-12,26364,31733,37184,2529960
SERC,2014-11-13,30366,39668,41907.0000000001,3731100
SERC,2014-11-14,47375,54320,42229,5059275
SERC,2014-11-15,29316,32699,52653,4848675
SERC,2014-11-16,50689,70940,82687.6666666667,7343790
SERC,2014-11-17,113644,144424,90321.3333333334,12784410
SERC,2014-11-18,42757,55600,96305.3333333334,4971210
SERC,2014-11-19,69110,88892,62625.3333333334,9322695
SERC,2014-11-20,38202,43384,54527.3333333334,3471450
SERC,2014-11-21,26442,31306,33301,2613750
SERC,2014-11-22,20830,25213,65134.3333333334,2116335
SERC,2014-11-23,111604,138884,102531,15403710
SERC,2014-11-24,88794,143496,110111.666666667,12995760
SERC,2014-11-25,40305,47955,84216.3333333334,4246290
SERC,2014-11-26,52573,61198,44807.3333333333,5141520
SERC,2014-11-27,22900,25269,34674.3333333333,2663175
SERC,2014-11-28,14344,17556,24375.6666666667,1802835
SERC,2014-11-29,24051,30302,23827.3333333333,2781345
SERC,2014-11-30,20774,23624,40253.3333333334,2075130
SERC,2014-12-01,47706,66834,43554.6666666667,3843915
SERC,2014-12-02,32791,40206,51922.6666666666,3499455
SERC,2014-12-03,44527,48728,39552.6666666667,3274155
SERC,2014-12-04,24627,29724,41584,2299170
SERC,2014-12-05,37533,46300,42766,3959130
SERC,2014-12-06,43586,52274,55013.6666666667,5005905
SERC,2014-12-07,54256,66467,49783.6666666666,5191890
SERC,2014-12-08,26300,30610,42375.3333333333,2186640
SERC,2014-12-09,22689,30049,32520.3333333333,2604225
SERC,2014-12-10,30922,36902,35409.6666666667,2956035
SERC,2014-12-11,27137,39278,35645,3145815
SERC,2014-12-12,25279,30755,32617.3333333333,2082390
SERC,2014-12-13,23433,27819,30980,3653280
SERC,2014-12-14,31989,34366,41410,1718520
SERC,2014-12-15,52715,62045,44368,5761770
SERC,2014-12-16,34437,36693,44468,4386915
SERC,2014-12-17,29764,34666,30253.6666666667,2857785
SERC,2014-12-18,16348,19402,35883.3333333333,1196730
SERC,2014-12-19,37464,53582,29789.6666666666,3974235
SERC,2014-12-20,14916,16385,31067.6666666667,1697415
SERC,2014-12-21,19463,23236,26696.3333333333,2325030
SERC,2014-12-22,28383,40468,60444.6666666667,2927550
SERC,2014-12-23,85773,117630,90170.6666666667,13141395
SERC,2014-12-24,87430,112414,84243.3333333333,11189340
SERC,2014-12-25,21906,22686,56405.3333333333,2945880
SERC,2014-12-26,28501,34116,29321.6666666667,1914195
SERC,2014-12-27,26334,31163,35777.3333333333,3456630
SERC,2014-12-28,37366,42053,39274.6666666667,3478290
SERC,2014-12-29,35598,44608,37149.6666666667,3337020
SERC,2014-12-30,20868,24788,25772.6666666666,1898145
SERC,2014-12-31,6676,7922,17107,661770
SERC,2015-01-01,13785,18611,17867.6666666667,1715160
SERC,2015-01-02,20096,27070,39611,1820055
SERC,2015-01-03,52290,73152,58733.6666666667,7244565
SERC,2015-01-04,58797,75979,65955.6666666667,7454025
SERC,2015-01-05,21673,48736,66258,4167405
SERC,2015-01-06,40834,74059,58290,2961510
SERC,2015-01-07,42942,52075,100739.666666667,3867195
SERC,2015-01-08,133431,176085,86768,21133905
SERC,2015-01-09,27123,32144,81638.3333333334,3345195
SERC,2015-01-10,30464,36686,36826,2334150
SERC,2015-01-11,25979,41648,41856.3333333334,2391150
SERC,2015-01-12,40788,47235,41759.3333333333,3553500
SERC,2015-01-13,20970,36395,36146,1874625
SERC,2015-01-14,19077,24808,28179,2116815
SERC,2015-01-15,17574,23334,23052.6666666667,2341110
SERC,2015-01-16,14609,21016,19800,1414170
SERC,2015-01-17,12921,15050,20668.3333333333,1546290
SERC,2015-01-18,23341,25939,22405,2152140
SERC,2015-01-19,21799,26226,29584,1909035
SERC,2015-01-20,28527,36587,28061.3333333333,2778150
SERC,2015-01-21,18356,21371,34539,1612995
SERC,2015-01-22,39629,45659,37924,5670675
SERC,2015-01-23,37122,46742,44588.6666666667,3941970
SERC,2015-01-24,33804,41365,39363.6666666667,3865365
SERC,2015-01-25,25229,29984,39835.3333333334,2594055
SERC,2015-01-26,40123,48157,35282.3333333334,5071830
SERC,2015-01-27,21238,27706,39476.6666666667,2233110
SERC,2015-01-28,32395,42567,43252,2285100
SERC,2015-01-29,54829,59483,45228.3333333334,7964595
SERC,2015-01-30,24039,33635,35874.6666666667,3105255
SERC,2015-01-31,13410,14506,29149.6666666667,1315485
SERC,2015-02-01,31039,39308,61944.3333333333,3831735
SERC,2015-02-02,101214,132019,69066.3333333333,14316255
SERC,2015-02-03,30540,35872,68404.3333333333,2902200
SERC,2015-02-04,30577,37322,35052.6666666667,2599695
SERC,2015-02-05,26660,31964,32030.3333333333,2334840
SERC,2015-02-06,20803,26805,26600.3333333333,2026620
SERC,2015-02-07,16214,21032,25727.3333333333,1897560
SERC,2015-02-08,26570,29345,29246.3333333333,2859030
SERC,2015-02-09,33335,37362,33762.3333333333,2584650
SERC,2015-02-10,30847,34580,35714,2574045
SERC,2015-02-11,30365,35200,44486.3333333333,2422950
SERC,2015-02-12,55827,63679,39919.6666666667,5229420
SERC,2015-02-13,19461,20880,93183.6666666667,1316070
SERC,2015-02-14,159574,194992,104816,22988835
SERC,2015-02-15,132817,98576,202881.333333333,39912765
SERC,2015-02-16,243144,315076,401662.666666667,52054890
SERC,2015-02-17,402073,791336,399691,266673540
SERC,2015-02-18,128212,92661,326312,81728175
SERC,2015-02-19,68856,94939,112513,18651015
SERC,2015-02-20,112856,149939,109664,21377055
SERC,2015-02-21,56602,84114,102824.666666667,9874875
SERC,2015-02-22,57607,74421,72307.3333333334,7111545
SERC,2015-02-23,48799,58387,62459.6666666667,6758070
SERC,2015-02-24,43142,54571,65050.0000000001,8516355
SERC,2015-02-25,65718,82192,184686,11091300
SERC,2015-02-26,305950,417295,181956,182498775
SERC,2015-02-27,67521,46381,159563.333333333,31675815
SERC,2015-02-28,11326,15014,32128,1655160
SERC,2015-03-01,30622,34989,26469.3333333333,3895785
SERC,2015-03-02,26954,29405,34109.3333333333,2372295
SERC,2015-03-03,31365,37934,51465,3098040
SERC,2015-03-04,70186,87056,78294.3333333333,6772845
SERC,2015-03-05,100895,109893,77810,17327595
SERC,2015-03-06,31394,36481,58747,2845950
SERC,2015-03-07,25836,29867,31683.3333333333,3459945
SERC,2015-03-08,23589,28702,34037,3057810
SERC,2015-03-09,35601,43542,43249,2752695
SERC,2015-03-10,45243,57503,50719.3333333334,5390250
SERC,2015-03-11,45534,51113,46889.6666666667,3450300
SERC,2015-03-12,25386,32053,42169.6666666667,2587035
SERC,2015-03-13,38001,43343,40650.3333333334,4056600
SERC,2015-03-14,38852,46555,43801.3333333333,5421675
SERC,2015-03-15,35618,41506,45979.3333333334,3518595
SERC,2015-03-16,42646,49877,45624.6666666667,3554730
SERC,2015-03-17,37188,45491,45297.6666666667,4949190
SERC,2015-03-18,16122,40525,39458.3333333333,2052285
SERC,2015-03-19,27279,32359,30900.6666666667,2099295
SERC,2015-03-20,16360,19818,27753.3333333334,2459415
SERC,2015-03-21,25388,31083,24718.3333333333,2901690
SERC,2015-03-22,22861,23254,26732,2579160
SERC,2015-03-23,20220,25859,27786,1831410
SERC,2015-03-24,29377,34245,33481.6666666667,2527260
SERC,2015-03-25,30039,40341,37350.6666666667,3408030
SERC,2015-03-26,33181,37466,34563.6666666667,4853640
SERC,2015-03-27,20993,25884,24918.6666666667,2085150
SERC,2015-03-28,9208,11406,21110.6666666667,1482750
SERC,2015-03-29,24211,26042,22647,2923050
SERC,2015-03-30,26814,30493,42159.3333333333,3302085
SERC,2015-03-31,43766,69943,50485.6666666666,3156240
SERC,2015-04-01,42305,51021,57964.6666666667,5172285
SERC,2015-04-02,38679,52930,62473.6666666667,4142505
SERC,2015-04-03,67006,83470,55549.3333333334,7870680
SERC,2015-04-04,26249,30248,46661.6666666667,3964695
SERC,2015-04-05,20539,26267,35878,2714895
SERC,2015-04-06,43751,51119,48336.3333333334,3799080
SERC,2015-04-07,60611,67623,64974.3333333333,4833210
SERC,2015-04-08,53308,76181,77703,9392385
SERC,2015-04-09,73237,89305,82041.6666666666,10246635
SERC,2015-04-10,73587,80639,66475.6666666667,10482705
SERC,2015-04-11,27468,29483,49863,3384915
SERC,2015-04-12,34199,39467,43890,3541005
SERC,2015-04-13,47071,62720,58635,4356255
SERC,2015-04-14,58496,73718,78281.3333333333,6433305
SERC,2015-04-15,70940,98406,79005.6666666666,8274420
SERC,2015-04-16,49788,64893,70291.6666666667,5807745
SERC,2015-04-17,40931,47576,56224,4296030
SERC,2015-04-18,50069,56203,95770.3333333333,5068455
SERC,2015-04-19,161818,183532,121448.666666667,19209540
SERC,2015-04-20,133152,124611,120140.666666667,28431120
SERC,2015-04-21,41927,52279,94056.6666666667,5415150
SERC,2015-04-22,83308,105280,70295.6666666666,9716700
SERC,2015-04-23,41727,53328,75249,5658645
SERC,2015-04-24,50053,67139,134784.666666667,7167330
SERC,2015-04-25,159733,283887,164000,26322615
SERC,2015-04-26,64552,140974,686483.333333333,13876995
SERC,2015-04-27,283238,1634589,937194.333333333,115354485
SERC,2015-04-28,143030,1036020,966158,91916655
SERC,2015-04-29,80540,227865,443715.666666667,39114555
SERC,2015-04-30,59975,67262,116663.333333333,16085415
SERC,2015-05-01,47470,54863,60236.3333333334,6533835
SERC,2015-05-02,55833,58584,50651,7124655
SERC,2015-05-03,35192,38506,50607.3333333334,3651105
SERC,2015-05-04,44816,54732,66388.3333333334,4621965
SERC,2015-05-05,67789,105927,86121.0000000001,6123120
SERC,2015-05-06,82957,97704,109409,7764105
SERC,2015-05-07,72300,124596,97922.3333333334,5291820
SERC,2015-05-08,56729,71467,93722.6666666666,5567925
SERC,2015-05-09,70848,85105,75957,9551430
SERC,2015-05-10,61563,71299,90374.6666666667,8178600
SERC,2015-05-11,93879,114720,89339.0000000001,13727265
SERC,2015-05-12,67941,81998,88184.3333333335,7747155
SERC,2015-05-13,56277,67835,69509.3333333333,6956415
SERC,2015-05-14,52823,58695,71829.3333333334,5893185
SERC,2015-05-15,67191,88958,77442,9454665
SERC,2015-05-16,68712,84673,84463,7820280
SERC,2015-05-17,69292,79758,93261.9999999999,10248315
SERC,2015-05-18,89993,115355,98032.9999999999,13255635
SERC,2015-05-19,78760,98986,97115.9999999999,7022535
SERC,2015-05-20,58457,77007,97869.3333333333,6710325
SERC,2015-05-21,66179,117615,79124.9999999999,6872760
SERC,2015-05-22,35900,42753,64926.3333333333,4523820
SERC,2015-05-23,28108,34411,69990.6666666665,3305595
SERC,2015-05-24,109636,132808,108971.333333333,17196195
SERC,2015-05-25,126318,159695,197917.666666666,23997120
SERC,2015-05-26,255685,301250,215905.333333334,48849915
SERC,2015-05-27,127319,186771,225153,17788260
SERC,2015-05-28,113503,187438,153472.666666667,9744270
SERC,2015-05-29,68996,86209,124465.666666667,7812435
SERC,2015-05-30,81768,99750,94150.6666666667,13736085
SERC,2015-05-31,68761,96493,99357.6666666667,9627435
SERC,2015-06-01,78607,101830,114007.666666667,9956100
SERC,2015-06-02,87454,143700,111137,11347860
SERC,2015-06-03,66795,87881,111467,6726630
SERC,2015-06-04,85713,102820,87256,8541390
SERC,2015-06-05,66006,71067,78698.3333333333,7827390
SERC,2015-06-06,48865,62208,75478.3333333334,5258640
SERC,2015-06-07,80636,93160,120177.333333333,15398445
SERC,2015-06-08,144131,205164,171504.666666667,19449810
SERC,2015-06-09,178444,216190,183186.666666667,22217685
SERC,2015-06-10,74177,128206,147355.333333333,8407275
SERC,2015-06-11,75080,97670,109788,10465740
SERC,2015-06-12,75843,103488,97627.3333333333,10672695
SERC,2015-06-13,76850,91724,95223.3333333333,11088795
SERC,2015-06-14,72413,90458,110784.333333333,9977310
SERC,2015-06-15,84085,150171,115444.666666667,9305610
SERC,2015-06-16,82247,105705,125735,9985980
SERC,2015-06-17,100397,121329,158939.333333333,11389620
SERC,2015-06-18,175782,249784,186065.333333333,26410545
SERC,2015-06-19,162041,187083,238590.666666667,24011085
SERC,2015-06-20,230856,278905,222499.666666667,36013815
SERC,2015-06-21,198572,201511,202169,56561025
SERC,2015-06-22,115948,126091,201081.666666667,16220820
SERC,2015-06-23,151174,275643,204287.333333333,19857135
SERC,2015-06-24,173430,211128,232213.666666667,31131840
SERC,2015-06-25,172087,209870,233113.666666667,22472565
SERC,2015-06-26,254577,278343,238415,47067525
SERC,2015-06-27,183545,227032,209024.333333333,37404645
SERC,2015-06-28,109748,121698,153527,11748645
SERC,2015-06-29,78899,111851,189548,9811755
SERC,2015-06-30,176852,335095,198190.666666667,25254135
SERC,2015-07-01,117442,147626,207099.666666667,17369325
SERC,2015-07-02,111969,138578,135901,19425585
SERC,2015-07-03,99465,121499,136759,13852140
SERC,2015-07-04,124064,150200,134488,18549285
SERC,2015-07-05,105063,131765,126003,15554700
SERC,2015-07-06,67129,96044,114053.333333333,8361570
SERC,2015-07-07,65860,114351,135878.333333333,7883790
SERC,2015-07-08,102552,197240,133095.333333333,10883370
SERC,2015-07-09,78283,87695,116874.666666667,10885635
SERC,2015-07-10,49019,65689,71318.0000000001,7786230
SERC,2015-07-11,53360,60570,61128.3333333333,7344015
SERC,2015-07-12,53442,57126,96690.3333333333,6964605
SERC,2015-07-13,131568,172375,195336.666666667,24426420
SERC,2015-07-14,248556,356509,217828.333333333,81746805
SERC,2015-07-15,145418,124601,191281,53059590
SERC,2015-07-16,82741,92733,103909,14844975
SERC,2015-07-17,83283,94393,113732,11558025
SERC,2015-07-18,126099,154070,139629,22994295
SERC,2015-07-19,122299,170424,150362.666666667,26415585
SERC,2015-07-20,110697,126594,160065.666666667,13993230
SERC,2015-07-21,154591,183179,147179.666666667,18040005
SERC,2015-07-22,112291,131766,154157.333333333,10940835
SERC,2015-07-23,118844,147527,123091.333333333,13872570
SERC,2015-07-24,76084,89981,111843,8550480
SERC,2015-07-25,86794,98021,89710.6666666666,12540900
SERC,2015-07-26,73022,81130,89206.6666666667,11518485
SERC,2015-07-27,67836,88469,115113.333333333,8648280
SERC,2015-07-28,149242,175741,151536.666666667,25025865
SERC,2015-07-29,170865,190400,165106.666666667,19334175
SERC,2015-07-30,104176,129179,132710.666666667,14690775
SERC,2015-07-31,65122,78553,87252.0000000001,8683845
SERC,2015-08-01,41327,54024,62413.6666666667,5453055
SERC,2015-08-02,44637,54664,64935.6666666667,4631790
SERC,2015-08-03,67962,86119,82356,6768960
SERC,2015-08-04,87595,106285,148055,9469350
SERC,2015-08-05,188833,251761,194642.666666667,28348110
SERC,2015-08-06,201506,225882,197603.666666666,57595425
SERC,2015-08-07,111739,115168,143616.333333333,22269915
SERC,2015-08-08,83543,89799,94124.3333333332,10182975
SERC,2015-08-09,77528,77406,115494.333333333,11842920
SERC,2015-08-10,130097,179278,141390,18989085
SERC,2015-08-11,134544,167486,139297,18856365
SERC,2015-08-12,68838,71127,109116.333333333,9864345
SERC,2015-08-13,64826,88736,76631.6666666666,8651595
SERC,2015-08-14,62156,70032,83808,13462530
SERC,2015-08-15,69784,92656,74048.3333333333,15538050
SERC,2015-08-16,57787,59457,81374,12504240
SERC,2015-08-17,76514,92009,95732.9999999999,14003775
SERC,2015-08-18,104081,135733,138909.333333333,19402770
SERC,2015-08-19,149515,188986,148439.333333333,23688555
SERC,2015-08-20,104474,120599,127534,11661780
SERC,2015-08-21,60081,73017,86629.3333333332,6963765
SERC,2015-08-22,56579,66272,78504,8208450
SERC,2015-08-23,85640,96223,85775,11812785
SERC,2015-08-24,82408,94830,89213.3333333333,7625850
SERC,2015-08-25,63374,76587,78049.9999999999,6064800
SERC,2015-08-26,51639,62733,68468,5291550
SERC,2015-08-27,56744,66084,57430.6666666667,5301510
SERC,2015-08-28,40546,43475,51970.6666666667,4512315
SERC,2015-08-29,39697,46353,51552.3333333334,5410245
SERC,2015-08-30,49824,64829,56983,5640630
SERC,2015-08-31,48916,59767,66328,5183805
SERC,2015-09-01,63498,74388,78142.9999999999,5646870
SERC,2015-09-02,77346,100274,80070.9999999999,9705960
SERC,2015-09-03,56786,65551,103936.666666667,6817980
SERC,2015-09-04,119580,145985,101888.333333333,15054000
SERC,2015-09-05,86817,94129,105246,17216100
SERC,2015-09-06,55017,75624,74085.3333333333,8588370
SERC,2015-09-07,41572,52503,70532.0000000001,4600110
SERC,2015-09-08,69089,83469,83186,7133835
SERC,2015-09-09,90432,113586,124432.666666667,8668875
SERC,2015-09-10,132311,176243,130421.666666667,17471385
SERC,2015-09-11,89807,101436,115657.666666667,12283575
SERC,2015-09-12,58716,69294,90599.6666666666,6746370
SERC,2015-09-13,93169,101069,76706.3333333334,8328375
SERC,2015-09-14,51272,59756,76263.6666666667,4929285
SERC,2015-09-15,57683,67966,61629.3333333334,5761125
SERC,2015-09-16,45807,57166,63091.3333333334,4214805
SERC,2015-09-17,54838,64142,61246.6666666667,5460810
SERC,2015-09-18,47656,62432,60337.0000000001,4946535
SERC,2015-09-19,45649,54437,60007.6666666667,4541730
SERC,2015-09-20,48640,63154,60174.6666666667,4667505
SERC,2015-09-21,51914,62933,81811.6666666666,5126205
SERC,2015-09-22,104243,119348,75956.6666666667,9604770
SERC,2015-09-23,41471,45589,79467.6666666666,4387650
SERC,2015-09-24,58389,73466,77799,6051375
SERC,2015-09-25,88178,114342,115949.333333333,10280250
SERC,2015-09-26,117512,160040,120483,16172190
SERC,2015-09-27,70456,87067,120596,10750830
SERC,2015-09-28,87117,114681,114140,9344835
SERC,2015-09-29,93256,140672,120747,12819810
SERC,2015-09-30,92639,106888,116409.666666667,12513375
SERC,2015-10-01,76293,101669,121266,8330115
SERC,2015-10-02,108114,155241,169997.333333333,15693375
SERC,2015-10-03,170452,253082,267951.333333333,34293165
SERC,2015-10-04,268768,395531,262861.666666667,77028570
SERC,2015-10-05,129532,139972,205140,38002365
SERC,2015-10-06,70546,79917,110211.666666667,6579765
SERC,2015-10-07,100289,110746,83466.6666666667,5843910
SERC,2015-10-08,46379,59737,83951.6666666667,4569615
SERC,2015-10-09,66392,81372,72531,6058770
SERC,2015-10-10,66400,76484,68196,7533525
SERC,2015-10-11,43039,46732,63068.6666666667,4171740
SERC,2015-10-12,54110,65990,63367,5465400
SERC,2015-10-13,64940,77379,70609.3333333334,5677125
SERC,2015-10-14,60260,68459,71752.3333333333,4454430
SERC,2015-10-15,60039,69419,65654,4327950
SERC,2015-10-16,50225,59084,63736.3333333333,3927720
SERC,2015-10-17,54592,62706,56781.6666666666,5803395
SERC,2015-10-18,41283,48555,52183,5758605
SERC,2015-10-19,35653,45288,54061.3333333333,4046670
SERC,2015-10-20,52630,68341,53162.3333333334,4819260
SERC,2015-10-21,37210,45858,63670.6666666667,3941625
SERC,2015-10-22,55949,76813,56337.6666666667,6360000
SERC,2015-10-23,38296,46342,63518.6666666668,4421100
SERC,2015-10-24,48876,67401,101188,6642795
SERC,2015-10-25,125459,189821,150708.666666667,28687740
SERC,2015-10-26,144562,194904,177395,38411985
SERC,2015-10-27,109408,147460,185146.666666667,14706600
SERC,2015-10-28,123073,213076,145017,16500360
SERC,2015-10-29,63475,74515,114078.666666667,5748645
SERC,2015-10-30,48109,54645,69942.3333333334,3400290
SERC,2015-10-31,60559,80667,75191,8199285
SERC,2015-11-01,65825,90261,87523.6666666666,8909625
SERC,2015-11-02,68835,91643,82681.3333333334,8142060
SERC,2015-11-03,53019,66140,73217.6666666666,6113835
SERC,2015-11-04,52535,61870,62742.3333333334,4789005
SERC,2015-11-05,50488,60217,62607,5058765
SERC,2015-11-06,57080,65734,83085.6666666667,7713615
SERC,2015-11-07,95940,123306,95301.6666666667,13934445
SERC,2015-11-08,72966,96865,105321,9630060
SERC,2015-11-09,76529,95792,84802.6666666667,12205605
SERC,2015-11-10,53045,61751,84322,5058495
SERC,2015-11-11,79686,95423,79763.6666666667,8746665
SERC,2015-11-12,76157,82117,77434.6666666667,11910435
SERC,2015-11-13,44795,54764,61469.0000000001,4938645
SERC,2015-11-14,38280,47526,48671,4180830
SERC,2015-11-15,37876,43723,49250,4227675
SERC,2015-11-16,48884,56501,118071.666666667,5652750
SERC,2015-11-17,151154,253991,162786,31727565
SERC,2015-11-18,136867,177866,175342.666666667,26465805
SERC,2015-11-19,78664,94171,101851.666666667,9614760
SERC,2015-11-20,29166,33518,84792.3333333334,3236265
SERC,2015-11-21,98636,126688,68491.6666666667,18185895
SERC,2015-11-22,40623,45269,83539.3333333334,4813860
SERC,2015-11-23,69989,78661,58986.3333333333,6504975
SERC,2015-11-24,42093,53029,57961.6666666667,4347945
SERC,2015-11-25,38557,42195,42957.3333333333,3126960
SERC,2015-11-26,25024,33648,41022,2698590
SERC,2015-11-27,40336,47223,48916,4128150
SERC,2015-11-28,50462,65877,54459.6666666666,6351780
SERC,2015-11-29,39898,50279,66999,6054705
SERC,2015-11-30,60665,84841,72815.6666666667,6139800
SERC,2015-12-01,72198,83327,73859,7370790
SERC,2015-12-02,45193,53409,63676.3333333334,5011695
SERC,2015-12-03,45058,54293,47822,4448925
SERC,2015-12-04,28186,35764,47301.6666666667,3465150
SERC,2015-12-05,47186,51848,41611,6642585
SERC,2015-12-06,33162,37221,46702.6666666666,3846435
SERC,2015-12-07,38391,51039,49727.6666666667,3571740
SERC,2015-12-08,49096,60923,53565.3333333334,5535990
SERC,2015-12-09,34053,48734,52146,3232110
SERC,2015-12-10,40029,46781,48675,3088140
SERC,2015-12-11,41195,50510,47945.3333333333,3907050
SERC,2015-12-12,37280,46545,72825.9999999999,4186200
SERC,2015-12-13,92011,121423,95898.9999999999,13700280
SERC,2015-12-14,104401,119729,105051,15056115
SERC,2015-12-15,63833,74001,80167.6666666666,6269490
SERC,2015-12-16,41840,46773,59407.6666666667,5443125
SERC,2015-12-17,47879,57449,61788.3333333333,5724165
SERC,2015-12-18,67662,81143,64828.6666666667,6530745
SERC,2015-12-19,46440,55894,59495,5746785
SERC,2015-12-20,34995,41448,50551.3333333334,3381990
SERC,2015-12-21,35111,54312,59514,2359815
SERC,2015-12-22,69247,82782,103800.333333333,8013990
SERC,2015-12-23,138088,174307,139066.333333333,17561880
SERC,2015-12-24,120948,160110,141683,17543805
SERC,2015-12-25,73509,90632,110157,10854000
SERC,2015-12-26,66772,79729,91420.6666666667,7272945
SERC,2015-12-27,71346,103901,176885.666666667,12426885
SERC,2015-12-28,263884,347027,190094.666666667,86419515
SERC,2015-12-29,140528,119356,187343.666666667,68036370
SERC,2015-12-30,81562,95648,77318.0000000001,25602480
SERC,2015-12-31,16363,16950,51452.6666666667,2217060
SERC,2016-01-01,39112,41760,34681.6666666667,5933055
SERC,2016-01-02,33750,45335,37459,4133580
SERC,2016-01-03,21967,25282,40569.3333333334,2745285
SERC,2016-01-04,41771,51091,49701,4367775
SERC,2016-01-05,58359,72730,67183.6666666666,7354830
SERC,2016-01-06,60768,77730,63678.3333333333,6432855
SERC,2016-01-07,34366,40575,57667.3333333333,3797685
SERC,2016-01-08,45478,54697,59866,5370210
SERC,2016-01-09,70072,84326,79907,8478450
SERC,2016-01-10,83846,100698,82507.6666666667,11433510
SERC,2016-01-11,55442,62499,91247.0000000001,7761045
SERC,2016-01-12,90467,110544,78337,10856580
SERC,2016-01-13,55574,61968,76375,6296745
SERC,2016-01-14,50923,56613,75348.3333333333,5226750
SERC,2016-01-15,80295,107464,69515.0000000001,9891630
SERC,2016-01-16,43491,44468,65652.3333333333,4670340
SERC,2016-01-17,37249,45025,63352,4732710
SERC,2016-01-18,77787,100563,69738.6666666666,17636700
SERC,2016-01-19,52298,63628,81150.6666666666,6112635
SERC,2016-01-20,61502,79261,79412.9999999999,5965005
SERC,2016-01-21,75016,95350,242018.666666667,8272215
SERC,2016-01-22,374369,551445,302901.333333333,106002180
SERC,2016-01-23,286835,261909,288993,191129115
SERC,2016-01-24,93245,53625,139281.666666667,64633890
SERC,2016-01-25,84170,102311,70608.6666666666,12352140
SERC,2016-01-26,47131,55890,67734.3333333334,6505275
SERC,2016-01-27,44937,45002,46082.3333333333,4320645
SERC,2016-01-28,32249,37355,39632.6666666667,3077625
SERC,2016-01-29,32672,36541,38231.3333333333,3176535
SERC,2016-01-30,29605,40798,38037.3333333333,3709515
SERC,2016-01-31,33258,36773,50303,5162535
SERC,2016-02-01,60271,73338,70627.6666666667,5876505
SERC,2016-02-02,83082,101772,111769.333333333,8082795
SERC,2016-02-03,125943,160198,115430,13264305
SERC,2016-02-04,73591,84320,113547.333333333,6950235
SERC,2016-02-05,86308,96124,69098,7174980
SERC,2016-02-06,22185,26850,56250.6666666667,2920125
SERC,2016-02-07,37053,45778,54325.6666666667,4196595
SERC,2016-02-08,67064,90349,63433.6666666667,7828155
SERC,2016-02-09,52662,54174,72020.3333333334,4408650
SERC,2016-02-10,66204,71538,58927.3333333333,3842985
SERC,2016-02-11,38689,51070,56050.3333333333,5091045
SERC,2016-02-12,40224,45543,47059.6666666667,3595425
SERC,2016-02-13,39159,44566,41534.6666666667,4671150
SERC,2016-02-14,29117,34495,96878.6666666666,3347205
SERC,2016-02-15,176661,211575,160844,24076275
SERC,2016-02-16,187239,236462,166625.666666667,45616035
SERC,2016-02-17,47312,51840,108290.666666667,6136245
SERC,2016-02-18,31110,36570,49594.3333333333,3161280
SERC,2016-02-19,48255,60373,41390.6666666666,5521080
SERC,2016-02-20,24489,27229,43897.6666666667,2729505
SERC,2016-02-21,36241,44091,43126.3333333333,3751695
SERC,2016-02-22,50642,58059,88705.9999999998,4518255
SERC,2016-02-23,118361,163968,420420.666666667,19539450
SERC,2016-02-24,681667,1039235,460351.333333334,192441930
SERC,2016-02-25,207839,177851,420836.666666667,88052070
SERC,2016-02-26,43636,45424,88674.6666666667,9489075
SERC,2016-02-27,40893,42749,46152.6666666667,4983345
SERC,2016-02-28,43892,50285,44430.3333333333,5267610
SERC,2016-02-29,36405,40257,59580.3333333334,3819510
SERC,2016-03-01,70211,88199,77604.3333333333,6545880
SERC,2016-03-02,95134,104357,86781,9352125
SERC,2016-03-03,55546,67787,66967,5497335
SERC,2016-03-04,26015,28757,42837.6666666666,2704965
SERC,2016-03-05,29501,31969,28179.3333333333,2748810
SERC,2016-03-06,20803,23812,32861,1937310
SERC,2016-03-07,36696,42802,52131.6666666667,4097475
SERC,2016-03-08,71813,89781,81438.6666666667,8593815
SERC,2016-03-09,81433,111733,114592,11335005
SERC,2016-03-10,105551,142262,123514.333333333,14161980
SERC,2016-03-11,89478,116548,102488,17260140
SERC,2016-03-12,33203,48654,84158.6666666668,4476030
SERC,2016-03-13,70393,87274,79129,11247030
SERC,2016-03-14,64775,101459,92623.3333333333,11288085
SERC,2016-03-15,71192,89137,81965.6666666667,10193310
SERC,2016-03-16,47464,55301,86052.6666666667,7071015
SERC,2016-03-17,92547,113720,93088.3333333334,15093195
SERC,2016-03-18,99222,110244,88858.3333333332,18636135
SERC,2016-03-19,49397,42611,73347.3333333333,6522510
SERC,2016-03-20,59225,67187,57366,8301450
SERC,2016-03-21,58448,62300,64574.3333333334,6032250
SERC,2016-03-22,52110,64236,57478.3333333334,5000370
SERC,2016-03-23,39745,45899,77085.3333333334,2996175
SERC,2016-03-24,104597,121121,65062.3333333333,10688970
