Date,Year,CI,CMI,total_customers,rolling_CI,rolling_CMI,SAIFI,CAIDI,SAIDI
2012-03-18,2012,357323,54217779.997,90026497,117111104,49817304922.3864,1.30085150375228,425.384982472596,553.362694123114
2012-03-19,2012,303057,39701816.7815,90026497,117083757,49813985786.3171,1.30054773762885,425.455990332776,553.325825687932
2012-03-20,2012,361727,37526796.28299,90026497,117716818,49925793617.355,1.30757967845844,424.117763847091,554.567769279693
2012-03-21,2012,233509,38119594.471087,90026497,117600850,49931415494.3228,1.30629152437199,424.583797602847,554.63021619427
2012-03-22,2012,207891,21643549.64455,90026497,117509550,49920241825.4555,1.30527737850335,424.818594109632,554.506100858901
2012-03-23,2012,247580,29589564.51828,90026497,117459227,49927199267.8639,1.3047183986288,425.059831764975,554.583383021823
2012-03-24,2012,157964,18825613.86497,90026497,117421744,49923711533.3324,1.30430204343061,425.165815398998,554.544641821756
2012-03-25,2012,143968,15405642.64095,90026497,117340956,49913146984.0585,1.30340466318488,425.368504617079,554.427292489882
2012-03-26,2012,215346,23608463.00092,90026497,117189828,49881385275.2294,1.30172595741452,425.646031968145,554.074488483423
2012-03-27,2012,146680,14526012.26434,90026497,117077305,49858615701.8066,1.30047606983975,425.860637138911,553.821567685862
2012-03-28,2012,222620,26339923.522704,90026497,116999629,49852654855.4385,1.29961325719471,426.092418254066,553.755355553138
2012-03-29,2012,253385,43200849.89113,90026497,116895178,49842327864.4032,1.2984530321112,426.384806603427,553.640644980368
2012-03-30,2012,232576,36483185.878529,90026497,116474101,49784084089.4967,1.29377577581409,427.426214601104,552.993682398824
2012-03-31,2012,225054,28508348.333878,90026497,116382039,49738495307.0631,1.29275316577074,427.372606069078,552.487289459492
2012-04-01,2012,164120,16755439.91923,90026497,116434999,49741009446.2292,1.29334143702159,427.199809966325,552.515216117197
2012-04-02,2012,321075,44697284.44992,90026497,116515957,49749735679.1606,1.29424070560026,426.977874619874,552.612145723726
2012-04-03,2012,219280,28810943.7956,90026497,116558542,49752941379.0515,1.29471373300241,426.84937993692,552.647754127893
2012-04-04,2012,238237,22898874.0038,90026497,116551792,49757464056.1382,1.29463875507674,426.912904574973,552.697991305139
2012-04-05,2012,132346,14850431.1467,90026497,116398227,49733114876.1173,1.29293297949825,427.266945192535,552.427524488899
2012-04-06,2012,109317,11100117.5038,90026497,116351697,49728331649.1453,1.29241613166399,427.396702681056,552.374393164995
2012-04-07,2012,114439,11063210.2934,90026497,116304445,49723255686.7158,1.29189126396865,427.526701036369,552.318010182222
